,subject,number,exam,title,CRN,time,seats,location,instructor,foundation,division,area,connection,textbook,special_info,hidden_days
10,ARBC,"ClassNumber(num='ARBC-101 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARBC&crse_numb_in=101&crn_in=10026&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=ARBC-101 A&term_code=201910&term_desc=Fall 2018&crn=10026')",Elementary Arabic I,10026,['M W 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 14', avail='Seats Avail: 6', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARBC&course-1=101&section-1=A,An additional hour of conversation per week will be required and will be scheduled with the professor.  Limited to 20. ,Monday Wednesday 2:00  - 3:20 
11,ARBC,"ClassNumber(num='ARBC-201 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARBC&crse_numb_in=201&crn_in=10027&seq_numb_in=A')","ClassExam(letter='L', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=L&course=ARBC-201 A&term_code=201910&term_desc=Fall 2018&crn=10027')",Intermediate Arabic I,10027,['M W 3:30 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 4', avail='Seats Avail: 16', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARBC&course-1=201&section-1=A,An additional hour of conversation per week will be required and will be scheduled with the professor. Limited to 20. ,Monday Wednesday 3:30  - 4:50 
12,ARBC,"ClassNumber(num='ARBC-301 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARBC&crse_numb_in=301&crn_in=10227&seq_numb_in=A')","ClassExam(letter='F', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=F&course=ARBC-301 A&term_code=201910&term_desc=Fall 2018&crn=10227')",Advanced Arabic,10227,['T R 8:30 AM - 9:45 AM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 1', avail='Seats Avail: 19', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Rowan, Mona', link='https://wheatoncollege.edu/academics/faculty-directory/Mona-Rowan/')]",FL,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARBC&course-1=301&section-1=A,"Prerequisite: ARBC 101, 102, 201 and 202 or Permission of Instructor. Course taught at Stonehill College. Students are responsible for their own transportation. Limited to 20. ",Tuesday Thursday 8:30  - 9:45 
13,ARTH,"ClassNumber(num='ARTH-001 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=001&crn_in=10320&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Exhibition Design,10320,['T 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 19', avail='Seats Avail: 980', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Niederstadt, Leah N.', link='https://wheatoncollege.edu/academics/faculty-directory/Leah-Niederstadt/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=001&section-1=A,,Tuesday 2:00  - 4:50 
14,ARTH,"ClassNumber(num='ARTH-120 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=120&crn_in=10580&seq_numb_in=A')","ClassExam(letter='K', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=K&course=ARTH-120 A&term_code=201910&term_desc=Fall 2018&crn=10580')",Intro Amer Art & Architecture,10580,['M W 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 7', avail='Seats Avail: 992', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=120&section-1=A,,Monday Wednesday 2:00  - 3:20 
15,ARTH,"ClassNumber(num='ARTH-198 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=198&crn_in=10318&seq_numb_in=A02')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=ARTH-198 A02&term_code=201910&term_desc=Fall 2018&crn=10318')",Introduction to Modern Art,10318,['T R 2:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 15', avail='Seats Avail: 984', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='McBreen, Ellen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Ellen-McBreen/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=198&section-1=A02,,Tuesday Thursday 2:00  - 3:20 
16,ARTH,"ClassNumber(num='ARTH-212 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=212&crn_in=10505&seq_numb_in=A')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=ARTH-212 A&term_code=201910&term_desc=Fall 2018&crn=10505')",African Visual Cultures,10505,['T R 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 25', taken='Seats Taken: 25', avail='Seats Avail: 0', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Miller, Kimberly A.', link='https://wheatoncollege.edu/academics/faculty-directory/kim-miller/')]",BW,DVAH,ARHM,"[ClassConx(num='2301', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=23001&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=212&section-1=A,Limited to 25. ,Tuesday Thursday 12:30  - 1:50 
17,ARTH,"ClassNumber(num='ARTH-298 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=298&crn_in=10571&seq_numb_in=A01')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=ARTH-298 A01&term_code=201910&term_desc=Fall 2018&crn=10571')",Intro Baroque Art/Architecture,10571,['T R 11:00 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 2', avail='Seats Avail: 997', wait_list='Wait List: 0')",['Location info TBA'],[],,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=298&section-1=A01,,Tuesday Thursday 11:00  - 12:20 
18,ARTH,"ClassNumber(num='ARTH-298 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=298&crn_in=10572&seq_numb_in=A02')","ClassExam(letter='I', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=I&course=ARTH-298 A02&term_code=201910&term_desc=Fall 2018&crn=10572')",Representing Enchanted World,10572,['T R 12:30 PM - 1:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 1', avail='Seats Avail: 998', wait_list='Wait List: 0')",['Location info TBA'],[],,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=298&section-1=A02,,Tuesday Thursday 12:30  - 1:50 
19,ARTH,"ClassNumber(num='ARTH-335 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=335&crn_in=10319&seq_numb_in=A')","ClassExam(letter='O', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=O&course=ARTH-335 A&term_code=201910&term_desc=Fall 2018&crn=10319')",Exhibition Design,10319,['T 2:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 12', taken='Seats Taken: 0', avail='Seats Avail: 12', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Niederstadt, Leah N.', link='https://wheatoncollege.edu/academics/faculty-directory/Leah-Niederstadt/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=335&section-1=A,Register for ARTH 001.  Attendance required first day of class. Permission of Instructor. Limited to 12. Cross-listed with FNMS 335. ,Tuesday 2:00  - 4:50 
20,ARTH,"ClassNumber(num='ARTH-370 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTH&crse_numb_in=370&crn_in=10314&seq_numb_in=A')","ClassExam(letter='P', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=P&course=ARTH-370 A&term_code=201910&term_desc=Fall 2018&crn=10314')",Art History and Feminism,10314,['M 3:30 PM - 6:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 5', avail='Seats Avail: 994', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Evans, R. Tripp', link='https://wheatoncollege.edu/academics/faculty-directory/R. Tripp-Evans/')]",,DVAH,ARHM,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTH&course-1=370&section-1=A,Cross-listed with WGS 371. ,Monday 3:30  - 6:20 
21,ARTS,"ClassNumber(num='ARTS-001 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=001&crn_in=10454&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app 2 D Design,10454,['M W 6:30 PM - 8:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 30', avail='Seats Avail: 969', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Wynne, Amy', link='https://wheatoncollege.edu/academics/faculty-directory/Amy-Wynne/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=001&section-1=A,,Monday Wednesday 6:30  - 8:20 
22,ARTS,"ClassNumber(num='ARTS-002 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=002&crn_in=10427&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Spatial Dynamics,10427,['T R 9:00 AM - 10:50 AM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 22', avail='Seats Avail: 977', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=002&section-1=A,,Tuesday Thursday 9:00  - 10:50 
23,ARTS,"ClassNumber(num='ARTS-003 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=003&crn_in=10429&seq_numb_in=A01')","ClassExam(letter='', link='')",Pre-application for Drawing I,10429,['T R 11:30 AM - 1:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 26', avail='Seats Avail: 973', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Forman, Deborah', link='https://wheatoncollege.edu/academics/faculty-directory/Deborah-Forman/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=003&section-1=A01,,Tuesday Thursday 11:30  - 1:20 
24,ARTS,"ClassNumber(num='ARTS-003 A02', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=003&crn_in=10449&seq_numb_in=A02')","ClassExam(letter='', link='')",Pre-application for Drawing I,10449,['M W 3:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 18', avail='Seats Avail: 981', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=003&section-1=A02,,Monday Wednesday 3:00  - 4:50 
25,ARTS,"ClassNumber(num='ARTS-005 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=005&crn_in=10434&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Begin Photo,10434,['M W 8:30 AM - 10:20 AM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 30', avail='Seats Avail: 969', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=005&section-1=A,,Monday Wednesday 8:30  - 10:20 
26,ARTS,"ClassNumber(num='ARTS-010 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=010&crn_in=10431&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Sculpture I,10431,['T R 2:00 PM - 4:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 5', avail='Seats Avail: 994', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=010&section-1=A,Prerequisite: ARTS 112. ,Tuesday Thursday 2:00  - 4:20 
27,ARTS,"ClassNumber(num='ARTS-011 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=011&crn_in=10447&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application for Painting I,10447,['M W 10:30 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 12', avail='Seats Avail: 987', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Stone, Patricia', link='https://wheatoncollege.edu/academics/faculty-directory/Patricia-Stone/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=011&section-1=A,Prerequisites: ARTS 111 or 116. ,Monday Wednesday 10:30  - 12:20 
28,ARTS,"ClassNumber(num='ARTS-014 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=014&crn_in=10511&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Intermed Photo,10511,['M W 3:00 PM - 4:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 2', avail='Seats Avail: 997', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Howard, Andrew K.', link='https://wheatoncollege.edu/academics/faculty-directory/Andrew-Howard/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=014&section-1=A,Prerequisite: ARTS 240. ,Monday Wednesday 3:00  - 4:50 
29,ARTS,"ClassNumber(num='ARTS-018 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=018&crn_in=10438&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Production I,10438,['M W 1:00 PM - 2:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 34', avail='Seats Avail: 965', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=018&section-1=A,,Monday Wednesday 1:00  - 2:50 
30,ARTS,"ClassNumber(num='ARTS-019 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=019&crn_in=10457&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-appl for Digital Editing,10457,['M W 10:30 AM - 12:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 27', avail='Seats Avail: 972', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=019&section-1=A,,Monday Wednesday 10:30  - 12:20 
31,ARTS,"ClassNumber(num='ARTS-020 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=020&crn_in=10441&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app Film Production II,10441,['T R 11:00 AM - 12:50 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 7', avail='Seats Avail: 992', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Johnson, Patrick H.', link='https://wheatoncollege.edu/academics/faculty-directory/Patrick-Johnson/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=020&section-1=A,Prerequisites: ARTS 260. ,Tuesday Thursday 11:00  - 12:50 
32,ARTS,"ClassNumber(num='ARTS-021 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=021&crn_in=10425&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-application Intaglio Print,10425,['T R 1:00 PM - 3:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 9', avail='Seats Avail: 990', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Fieo, Claudia R.', link='https://wheatoncollege.edu/academics/faculty-directory/claudia-r-fieo/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=021&section-1=A,Prerequisite: ARTS 111 or 116. ,Tuesday Thursday 1:00  - 3:20 
33,ARTS,"ClassNumber(num='ARTS-027 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=027&crn_in=10451&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Intro to Animation,10451,['T R 3:30 PM - 5:20 PM'],"SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 16', avail='Seats Avail: 983', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Knighton, Karen M.', link='https://wheatoncollege.edu/academics/faculty-directory/Karen-Knighton/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=027&section-1=A,,Tuesday Thursday 3:30  - 5:20 
34,ARTS,"ClassNumber(num='ARTS-031 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=031&crn_in=10423&seq_numb_in=A')","ClassExam(letter='', link='')",Pre-app for Illustration,10423,"['T R 9:00 AM - 10:50 AM', 'F 10:30 AM - 12:20 PM']","SeatInfo(max='Max Enroll: 999', taken='Seats Taken: 10', avail='Seats Avail: 989', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Fieo, Claudia R.', link='https://wheatoncollege.edu/academics/faculty-directory/claudia-r-fieo/')]",,,,[],https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=031&section-1=A,Prerequisite: ARTS 116. ,Tuesday Thursday 9:00  - 10:50  Friday 10:30  - 12:20 
35,ARTS,"ClassNumber(num='ARTS-111 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=111&crn_in=10453&seq_numb_in=A')","ClassExam(letter='J', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=J&course=ARTS-111 A&term_code=201910&term_desc=Fall 2018&crn=10453')",Two-Dimensional Design,10453,['M W 6:30 PM - 8:20 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 0', avail='Seats Avail: 20', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Wynne, Amy', link='https://wheatoncollege.edu/academics/faculty-directory/Amy-Wynne/')]",,DVAH,ARCA,"[ClassConx(num='2011', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20011&crn_in=&seq_numb_in='), ClassConx(num='2047', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20047&crn_in=&seq_numb_in='), ClassConx(num='2073', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20073&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=111&section-1=A,Register for ARTS 001.  Attendance required first day of class.  No previous experience required. Permission of Instructor.  Limited to 20. ,Monday Wednesday 6:30  - 8:20 
36,ARTS,"ClassNumber(num='ARTS-112 A', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=112&crn_in=10426&seq_numb_in=A')","ClassExam(letter='M', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=M&course=ARTS-112 A&term_code=201910&term_desc=Fall 2018&crn=10426')",Spatial Dynamics,10426,['T R 9:00 AM - 10:50 AM'],"SeatInfo(max='Max Enroll: 18', taken='Seats Taken: 0', avail='Seats Avail: 18', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Goff, Kelly', link='https://wheatoncollege.edu/academics/faculty-directory/Kelly-Goff/')]",,DVAH,ARCA,"[ClassConx(num='2098', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20098&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=112&section-1=A,Register for ARTS 002.  Attendance required first day of class.  No previous experience required.  Permission of Instructor.  Limited to 18. ,Tuesday Thursday 9:00  - 10:50 
37,ARTS,"ClassNumber(num='ARTS-116 A01', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=ARTS&crse_numb_in=116&crn_in=10428&seq_numb_in=A01')","ClassExam(letter='N', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_DispExamInfo?exam_code=N&course=ARTS-116 A01&term_code=201910&term_desc=Fall 2018&crn=10428')",Drawing I,10428,['T R 11:30 AM - 1:20 PM'],"SeatInfo(max='Max Enroll: 20', taken='Seats Taken: 0', avail='Seats Avail: 20', wait_list='Wait List: 0')",['Location info TBA'],"[ClassInstructor(name='Forman, Deborah', link='https://wheatoncollege.edu/academics/faculty-directory/Deborah-Forman/')]",,DVAH,ARCA,"[ClassConx(num='2047', link='https://weblprod1.wheatonma.edu/PROD/bzcrschd.P_ViewCourseDescription?term_in=201910&subj_code_in=CONX&crse_numb_in=20047&crn_in=&seq_numb_in=')]",https://www.bkstr.com/webapp/wcs/stores/servlet/booklookServlet?bookstore_id-1=525&term_id-1=Fall+2018&div-1=&dept-1=ARTS&course-1=116&section-1=A01,Register for ARTS 003.  Attendance required first day of class.  No previous experience required.  Permission of Instructor.  Limited to 20. ,Tuesday Thursday 11:30  - 1:20 
